candidate_id,source_doc_title,source_doc_hash,item_type
snap-079-000,Billionaire,ef783eab0e2acec152688901c28f133a17f1d9e146f9af98a966f2020ac573b4,entity_card
snap-079-001,Billionaire,ef783eab0e2acec152688901c28f133a17f1d9e146f9af98a966f2020ac573b4,context_link
snap-079-002,Billionaire,ef783eab0e2acec152688901c28f133a17f1d9e146f9af98a966f2020ac573b4,context_link
snap-079-003,Billionaire,ef783eab0e2acec152688901c28f133a17f1d9e146f9af98a966f2020ac573b4,context_link
snap-079-004,Billionaire,ef783eab0e2acec152688901c28f133a17f1d9e146f9af98a966f2020ac573b4,context_link
snap-079-005,Billionaire,ef783eab0e2acec152688901c28f133a17f1d9e146f9af98a966f2020ac573b4,context_link
snap-080-000,The World's Billionaires,267faab0cfbd28b8b54e8d393ceecbd6b19e495909d968490c3965d0ac8e8412,entity_card
snap-080-001,The World's Billionaires,267faab0cfbd28b8b54e8d393ceecbd6b19e495909d968490c3965d0ac8e8412,context_link
snap-080-002,The World's Billionaires,267faab0cfbd28b8b54e8d393ceecbd6b19e495909d968490c3965d0ac8e8412,context_link
snap-080-003,The World's Billionaires,267faab0cfbd28b8b54e8d393ceecbd6b19e495909d968490c3965d0ac8e8412,context_link
snap-081-000,Fortune 500,d8d043df209690435eaa0bb081e7d8a150a8f4461738ad8d57949121bf3dec5f,entity_card
snap-082-000,United States Securities and Exchange Commission,4aca4303513dac9d2845c1a9cf2f94885e1209df5bf6c60b94ef210d3233d4e7,entity_card
snap-083-000,Public company,1ff941ccfcd65d49bb0788302d9b6924d855418b5acdd3c4a69cfca021a024e7,entity_card
snap-083-001,Public company,1ff941ccfcd65d49bb0788302d9b6924d855418b5acdd3c4a69cfca021a024e7,context_link
snap-084-000,Privately held company,7d5256be38b6fff02cd4a85146b33bb5cdd635ecc19be11882f012c6f53a4b47,entity_card
snap-084-001,Privately held company,7d5256be38b6fff02cd4a85146b33bb5cdd635ecc19be11882f012c6f53a4b47,context_link
snap-084-002,Privately held company,7d5256be38b6fff02cd4a85146b33bb5cdd635ecc19be11882f012c6f53a4b47,context_link
snap-085-000,Initial public offering,e376f5460fc2b20ab5bb5d3a6394228e300cdd99a4f8e4c7989856ba78ba594f,entity_card
snap-085-001,Initial public offering,e376f5460fc2b20ab5bb5d3a6394228e300cdd99a4f8e4c7989856ba78ba594f,definition_claim
snap-085-002,Initial public offering,e376f5460fc2b20ab5bb5d3a6394228e300cdd99a4f8e4c7989856ba78ba594f,context_link
snap-086-000,Stock exchange,105798135ce661675324df020afe18eca358f8d44b77aef15983fe349a20222f,entity_card
snap-086-001,Stock exchange,105798135ce661675324df020afe18eca358f8d44b77aef15983fe349a20222f,context_link
snap-087-000,Nasdaq,2e5976c120dce7af8a2e6c5e7c2793345a0e0e7773ff4b0e3c5fe0403a288e29,entity_card
snap-087-001,Nasdaq,2e5976c120dce7af8a2e6c5e7c2793345a0e0e7773ff4b0e3c5fe0403a288e29,context_link
snap-087-002,Nasdaq,2e5976c120dce7af8a2e6c5e7c2793345a0e0e7773ff4b0e3c5fe0403a288e29,context_link
snap-088-000,New York Stock Exchange,a058737616744cb4e5d66613b398920471fd28206fd0cf3e69ad8419cc3eba02,entity_card
snap-088-001,New York Stock Exchange,a058737616744cb4e5d66613b398920471fd28206fd0cf3e69ad8419cc3eba02,context_link
snap-088-002,New York Stock Exchange,a058737616744cb4e5d66613b398920471fd28206fd0cf3e69ad8419cc3eba02,context_link
snap-089-000,Economy of the United States,9afcd0d8cde687772ce5cfe1c6aa38fb6b822ad5d1bf6d68a42c071b3610de44,entity_card
snap-090-000,Technology company,86140499ec861d6e6fcd9fef5b7f7e058b8284075344474394e991c19d621078,entity_card
snap-090-001,Technology company,86140499ec861d6e6fcd9fef5b7f7e058b8284075344474394e991c19d621078,context_link
