id,total_latency_ms
obqa-a51e814b96b022e7-multi_evidence_explicit-abae5038,31.846667
obqa-983efea304561391-multi_evidence_implicit-8ac0d1d1,71.142125
obqa-2bd8887b0965e9d3-multi_evidence_implicit-9273341b,82.207916
obqa-f41589c6cbed4e5f-multi_evidence_explicit-e76069b7,91.444292
obqa-3a8a99f59a8d49ad-multi_evidence_implicit-c0cf9587,155.712458
obqa-55104060a53c16e7-multi_evidence_explicit-a8d2e6d0,34.857417
obqa-2bd8887b0965e9d3-multi_evidence_implicit-9273341b,102.969333
obqa-f41589c6cbed4e5f-multi_evidence_explicit-e76069b7,37.521583
obqa-ecf0e0dacb2c306d-multi_evidence_explicit-175dfd1b,39.085625
obqa-7e121577e21030c0-multi_evidence_implicit-07d2b75c,104.702334
obqa-b50fe35552c1e23d-multi_evidence_explicit-56f37520,27.944208
obqa-4ca75a72387edf19-multi_evidence_explicit-53fd24a4,28.746417
obqa-1ec6afd892ff59b7-multi_evidence_explicit-e40ee840,27.360750
obqa-22784e0a0f74850d-multi_evidence_explicit-6aa47e41,38.152250
obqa-af6097da6e3be157-multi_evidence_explicit-d12f02d3,28.710083
obqa-e5fd6dfaeb760550-multi_evidence_explicit-b674ac9a,31.369166
obqa-860cdd675ab8236f-multi_evidence_implicit-dfc60156,112.333000
obqa-cc15f352425e8786-multi_evidence_explicit-40ceecb6,29.042625
obqa-e3d052137565ce9e-multi_evidence_implicit-0ac3885b,76.968416
obqa-7dddb940e7b9a987-multi_evidence_explicit-e7c0db07,37.531166
obqa-193a396fb7717412-multi_evidence_explicit-d485f9eb,59.144209
obqa-cfbd2736d99d1275-multi_evidence_implicit-c0722794,100.101125
obqa-e9acabb5f70a5a5f-multi_evidence_explicit-81a699cf,32.162875
obqa-47663a97be330e08-multi_evidence_explicit-c3d199c1,44.734834
obqa-0afa36190735610c-multi_evidence_implicit-e35f1288,79.067834
obqa-3d40b5ceac20d96d-multi_evidence_implicit-817bcb76,59.364667
obqa-af6097da6e3be157-multi_evidence_explicit-d12f02d3,21.820042
obqa-ecf0e0dacb2c306d-multi_evidence_explicit-175dfd1b,30.243541
obqa-55104060a53c16e7-multi_evidence_explicit-a8d2e6d0,33.998125
obqa-b3725bd9e9839990-multi_evidence_implicit-8b2cd0c7,89.130792
obqa-3a8a99f59a8d49ad-multi_evidence_implicit-c0cf9587,92.478375
obqa-a3d31d8dbc5a80c9-multi_evidence_explicit-c08a23a3,35.959792
obqa-860cdd675ab8236f-multi_evidence_implicit-dfc60156,95.375250
obqa-cfbd2736d99d1275-multi_evidence_implicit-c0722794,91.146000
obqa-8280efcde1e2cc3e-multi_evidence_implicit-5966e5d0,94.863708
obqa-36d9dcdd716f544c-multi_evidence_implicit-bbf43119,136.012208
obqa-0afa36190735610c-multi_evidence_implicit-e35f1288,88.326416
obqa-2c2e3390c83095e7-multi_evidence_explicit-524c76df,35.973750
obqa-fd797fe9fd237fe1-multi_evidence_implicit-c8060b30,47.361166
obqa-10af9ad488ba7fb7-multi_evidence_explicit-a4db7ba5,26.226541
obqa-8dae81fc7e54ae4e-multi_evidence_explicit-a4720ed9,25.140250
obqa-0afa36190735610c-multi_evidence_implicit-e35f1288,92.200750
obqa-7a1ab9d8e358ccbe-multi_evidence_implicit-1affeaea,68.431792
obqa-8280efcde1e2cc3e-multi_evidence_implicit-5966e5d0,73.481208
obqa-cfbd2736d99d1275-multi_evidence_implicit-c0722794,76.080041
obqa-8f7973536ff6d87c-multi_evidence_explicit-23fc030b,29.708084
obqa-1379b44687993f15-multi_evidence_implicit-7b81908c,77.799750
obqa-861c4899eee2c5d8-multi_evidence_explicit-55819ceb,21.265125
obqa-b3725bd9e9839990-multi_evidence_implicit-8b2cd0c7,56.271334
obqa-1ec6afd892ff59b7-multi_evidence_explicit-e40ee840,24.159333
obqa-8dae81fc7e54ae4e-multi_evidence_explicit-a4720ed9,23.182083
obqa-22784e0a0f74850d-multi_evidence_explicit-6aa47e41,32.124458
obqa-a3d31d8dbc5a80c9-multi_evidence_explicit-c08a23a3,31.681750
obqa-a3d31d8dbc5a80c9-multi_evidence_explicit-c08a23a3,40.151917
obqa-760bd020d4f8205d-multi_evidence_explicit-fff71147,39.224875
obqa-78597db5bd6a5844-multi_evidence_explicit-bf0d6c8d,38.169042
obqa-1aea58fdf83fff43-multi_evidence_explicit-2834d1e9,34.374084
obqa-cfbd2736d99d1275-multi_evidence_implicit-c0722794,126.940792
obqa-cb43065258cc0849-multi_evidence_implicit-71c9c85f,81.815333
obqa-9c58cd6553889b22-multi_evidence_explicit-d5bd614c,29.544875
obqa-af6097da6e3be157-multi_evidence_explicit-d12f02d3,24.097167
obqa-cfbd2736d99d1275-multi_evidence_implicit-c0722794,96.159667
obqa-51b06975f9902d73-multi_evidence_implicit-1f369c09,86.377792
obqa-f2874792756a5a8f-multi_evidence_implicit-71a14104,89.194000
obqa-ff258763ac1d36e1-multi_evidence_explicit-0e273a77,30.714417
obqa-193a396fb7717412-multi_evidence_explicit-d485f9eb,63.823042
obqa-861c4899eee2c5d8-multi_evidence_explicit-55819ceb,28.451458
obqa-55104060a53c16e7-multi_evidence_explicit-a8d2e6d0,33.261792
obqa-e9acabb5f70a5a5f-multi_evidence_explicit-81a699cf,34.429208
obqa-1aea58fdf83fff43-multi_evidence_explicit-2834d1e9,37.330792
obqa-51b06975f9902d73-multi_evidence_implicit-1f369c09,105.553292
obqa-fd797fe9fd237fe1-multi_evidence_implicit-c8060b30,81.844083
obqa-36d9dcdd716f544c-multi_evidence_implicit-bbf43119,92.525250
obqa-78597db5bd6a5844-multi_evidence_explicit-bf0d6c8d,41.414458
obqa-7e121577e21030c0-multi_evidence_implicit-07d2b75c,104.076583
obqa-d8e01a7584efc949-multi_evidence_implicit-cea800f2,82.809334
obqa-04e6dfd92e2deaa5-multi_evidence_implicit-f3cae848,95.282833
obqa-a3d31d8dbc5a80c9-multi_evidence_explicit-c08a23a3,46.129917
obqa-c6db4273b94b234a-multi_evidence_implicit-7f6dec5b,86.444959
obqa-55b13fe746a05f4a-multi_evidence_implicit-37d6312d,67.696167
obqa-77eb6b531d908c62-multi_evidence_explicit-578fbdb2,27.094250
obqa-4ca75a72387edf19-multi_evidence_explicit-53fd24a4,28.797750
obqa-359d74997346bde4-multi_evidence_implicit-da17da5e,85.557625
obqa-d8e01a7584efc949-multi_evidence_implicit-cea800f2,72.782084
obqa-d8e01a7584efc949-multi_evidence_implicit-cea800f2,84.974416
obqa-8dae81fc7e54ae4e-multi_evidence_explicit-a4720ed9,30.463417
obqa-9c58cd6553889b22-multi_evidence_explicit-d5bd614c,37.207833
obqa-861c4899eee2c5d8-multi_evidence_explicit-55819ceb,30.754708
obqa-57a7d4bd0121ca21-multi_evidence_implicit-d458a453,89.384166
obqa-1379b44687993f15-multi_evidence_implicit-7b81908c,114.327708
obqa-359d74997346bde4-multi_evidence_implicit-da17da5e,80.397334
obqa-04e6dfd92e2deaa5-multi_evidence_implicit-f3cae848,109.577375
obqa-1ec6afd892ff59b7-multi_evidence_explicit-e40ee840,35.126292
obqa-22784e0a0f74850d-multi_evidence_explicit-6aa47e41,62.301667
obqa-760bd020d4f8205d-multi_evidence_explicit-fff71147,43.508042
obqa-860cdd675ab8236f-multi_evidence_implicit-dfc60156,301.276667
obqa-193a396fb7717412-multi_evidence_explicit-d485f9eb,64.597708
obqa-b3725bd9e9839990-multi_evidence_implicit-8b2cd0c7,85.555042
obqa-d01ee84ded8e3c5e-multi_evidence_implicit-1a5b4e8b,92.346292
obqa-860cdd675ab8236f-multi_evidence_implicit-dfc60156,99.485708
obqa-ff258763ac1d36e1-multi_evidence_explicit-0e273a77,31.558542
obqa-1379b44687993f15-multi_evidence_implicit-7b81908c,137.584541
obqa-983efea304561391-multi_evidence_implicit-8ac0d1d1,126.713125
obqa-0898d463b5fa66b4-multi_evidence_implicit-b10b9697,101.035625
obqa-77eb6b531d908c62-multi_evidence_explicit-578fbdb2,36.676292
obqa-cc15f352425e8786-multi_evidence_explicit-40ceecb6,43.861875
obqa-288a7a73a222c7e3-multi_evidence_implicit-f04f2338,142.141709
obqa-622d4bcc64ef15db-multi_evidence_implicit-5ce9ea6b,77.144333
obqa-cb43065258cc0849-multi_evidence_implicit-71c9c85f,73.852042
obqa-ecf0e0dacb2c306d-multi_evidence_explicit-175dfd1b,38.615542
obqa-99a6b65a7f7df93a-multi_evidence_implicit-66d5ae8c,112.571125
obqa-9c58cd6553889b22-multi_evidence_explicit-d5bd614c,45.643292
obqa-622d4bcc64ef15db-multi_evidence_implicit-5ce9ea6b,96.921708
obqa-b3725bd9e9839990-multi_evidence_implicit-8b2cd0c7,85.507667
obqa-760bd020d4f8205d-multi_evidence_explicit-fff71147,39.086000
obqa-7a1ab9d8e358ccbe-multi_evidence_implicit-1affeaea,97.919792
obqa-55b13fe746a05f4a-multi_evidence_implicit-37d6312d,106.135000
obqa-49fdc0d74ac936c6-multi_evidence_explicit-9f381070,41.902792
obqa-a51e814b96b022e7-multi_evidence_explicit-abae5038,34.349584
obqa-8280efcde1e2cc3e-multi_evidence_implicit-5966e5d0,127.684083
obqa-57a7d4bd0121ca21-multi_evidence_implicit-d458a453,101.304708
obqa-861c4899eee2c5d8-multi_evidence_explicit-55819ceb,28.880917
obqa-a51e814b96b022e7-multi_evidence_explicit-abae5038,37.236125
obqa-2bd8887b0965e9d3-multi_evidence_implicit-9273341b,111.908000
obqa-622d4bcc64ef15db-multi_evidence_implicit-5ce9ea6b,74.629916
obqa-ecf0e0dacb2c306d-multi_evidence_explicit-175dfd1b,38.304375
obqa-b3725bd9e9839990-multi_evidence_implicit-8b2cd0c7,75.018791
obqa-49fdc0d74ac936c6-multi_evidence_explicit-9f381070,37.059500
obqa-4ca75a72387edf19-multi_evidence_explicit-53fd24a4,33.621542
obqa-49fdc0d74ac936c6-multi_evidence_explicit-9f381070,34.979041
obqa-359d74997346bde4-multi_evidence_implicit-da17da5e,103.084250
obqa-288a7a73a222c7e3-multi_evidence_implicit-f04f2338,89.886958
obqa-78597db5bd6a5844-multi_evidence_explicit-bf0d6c8d,37.341500
obqa-04e6dfd92e2deaa5-multi_evidence_implicit-f3cae848,105.502083
obqa-c6db4273b94b234a-multi_evidence_implicit-7f6dec5b,112.269709
obqa-7a1ab9d8e358ccbe-multi_evidence_implicit-1affeaea,118.102667
obqa-99a6b65a7f7df93a-multi_evidence_implicit-66d5ae8c,128.656167
obqa-1aea58fdf83fff43-multi_evidence_explicit-2834d1e9,38.696458
obqa-2c2e3390c83095e7-multi_evidence_explicit-524c76df,39.971250
obqa-10af9ad488ba7fb7-multi_evidence_explicit-a4db7ba5,36.040625
obqa-e3d052137565ce9e-multi_evidence_implicit-0ac3885b,99.676125
obqa-49fdc0d74ac936c6-multi_evidence_explicit-9f381070,36.747583
obqa-d01ee84ded8e3c5e-multi_evidence_implicit-1a5b4e8b,73.056500
obqa-861c4899eee2c5d8-multi_evidence_explicit-55819ceb,23.131458
obqa-0898d463b5fa66b4-multi_evidence_implicit-b10b9697,80.041166
obqa-22784e0a0f74850d-multi_evidence_explicit-6aa47e41,36.453708
obqa-e209115007127d0e-multi_evidence_explicit-aa20952c,46.406541
obqa-fd797fe9fd237fe1-multi_evidence_implicit-c8060b30,60.961833
